Code,IconicityRating,Iconicity.Z.,Participant
A_03_048,3,-0.559679625,19A3
A_03_048,6,0.806331978,12A3
A_03_048,1,-1.087149399,1A3
A_03_049,6,0.974557201,17A3
A_03_049,6,2.288329855,13A3
A_03_049,4,0.172910621,18A3
A_03_049,4,-0.021526139,19A3
A_03_049,5,0.557259408,11A3
A_03_049,6,0.682555751,16A3
A_03_049,7,1.286291488,12A3
A_03_049,7,1.346975239,2A3
A_03_049,4,0.407114183,9A3
A_03_049,4,0.497954318,15A3
A_03_049,6,0.908225609,4A3
A_03_049,6,1.081175625,6A3
A_03_049,4,0.526222786,14A3
A_03_049,4,-0.124865038,21A3
A_03_049,3,-0.1699883,3A3
A_03_049,3,-0.009027081,7A3
A_03_049,4,0.192704116,10A3
A_03_049,5,0.70360871,5A3
A_03_049,4,0.574273171,20A3
A_03_049,5,0.791856879,8A3
A_03_049,3,-0.36718291,1A3
A_03_050,1,-0.958778384,6A3
A_03_050,1,-1.40195382,2A3
A_03_050,1,-1.438725878,8A3
A_03_050,1,-1.843973206,4A3
A_03_050,1,-1.02149129,14A3
A_03_050,1,-0.911735164,7A3
A_03_050,1,-1.565615471,21A3
A_03_050,1,-1.087149399,1A3
A_03_050,1,-1.106201511,11A3
A_03_050,1,-0.475353545,13A3
A_03_050,2,-1.132593504,17A3
A_03_050,1,-1.45043097,16A3
A_03_050,1,-0.938452369,15A3
A_03_050,1,-1.02303843,5A3
A_03_050,2,-1.09783311,19A3
A_03_050,1,-0.980775077,9A3
A_03_050,1,-0.979456397,3A3
A_03_050,1,-0.963958537,20A3
A_03_050,2,-1.113506065,12A3
A_03_050,1,-1.22906739,18A3
A_03_050,1,-1.037322156,10A3
A_03_051,6,1.349502568,8A3
A_03_051,4,-0.170638938,16A3
A_03_051,4,-0.021526139,19A3
A_03_051,3,0.019152089,15A3
A_03_051,3,0.010318094,14A3
A_03_051,6,0.806331978,12A3
A_03_051,3,-0.294415382,18A3
A_03_051,6,0.974557201,17A3
A_03_051,3,-0.009027081,7A3
A_03_051,4,0.574273171,20A3
A_03_051,6,1.332373689,9A3
A_03_051,1,-0.475353545,13A3
A_03_051,5,0.673184823,6A3
A_03_051,6,0.973124638,11A3
A_03_051,5,0.357785846,4A3
A_03_051,6,1.012721631,10A3
A_03_051,7,1.07275007,1A3
A_03_051,5,0.430665553,2A3
A_03_051,2,-0.591376645,5A3
A_03_051,5,0.355385107,21A3
A_03_051,2,-0.574722349,3A3
A_03_052,4,0.271946925,5A3
A_03_052,3,0.019152089,15A3
A_03_052,1,-0.980775077,9A3
A_03_052,5,0.447769525,17A3
A_03_052,6,0.712766825,1A3
A_03_052,7,1.388989867,11A3
A_03_052,3,0.061529268,20A3
A_03_052,2,-0.761741386,18A3
A_03_052,2,-0.550787582,6A3
A_03_052,4,-0.192653917,4A3
A_03_052,3,-0.1699883,3A3
A_03_052,5,0.430665553,2A3
A_03_052,4,-0.153587043,12A3
A_03_052,1,-0.475353545,13A3
A_03_052,4,0.234211189,8A3
A_03_052,4,0.526222786,14A3
A_03_052,5,0.355385107,21A3
A_03_052,3,-0.009027081,7A3
A_03_052,3,-0.217304641,10A3
A_03_052,2,-1.09783311,19A3
A_03_052,5,0.255958407,16A3
A_03_053,5,0.791856879,8A3
A_03_053,7,1.489166426,6A3
A_03_053,6,1.332373689,9A3
A_03_053,7,1.796389085,7A3
A_03_053,7,1.315885396,21A3
A_03_053,7,1.56693228,5A3
A_03_053,7,1.448947893,3A3
A_03_053,7,1.592934317,19A3
A_03_053,7,1.07275007,1A3
A_03_053,7,1.388989867,11A3
A_03_053,7,1.286291488,12A3
A_03_053,7,2.073936862,14A3
A_03_053,7,1.501344877,17A3
A_03_053,7,1.109153095,16A3
A_03_053,7,2.841066535,13A3
A_03_053,7,2.112504879,20A3
A_03_053,7,1.934361006,15A3
A_03_053,7,1.458665372,4A3
A_03_053,7,1.574888633,18A3
A_03_053,7,1.422730388,10A3
A_03_053,7,1.346975239,2A3
A_03_054,6,1.349502568,8A3
A_03_054,1,-1.565615471,21A3
A_03_054,1,-1.087149399,1A3
A_03_054,4,-0.153587043,12A3
A_03_054,1,-1.22906739,18A3
A_03_054,1,-0.911735164,7A3
A_03_054,1,-1.037322156,10A3
A_03_054,1,-0.980775077,9A3
A_03_054,1,-1.106201511,11A3
A_03_054,3,-0.74309368,4A3
A_03_054,1,-0.979456397,3A3
A_03_054,1,-1.02303843,5A3
A_03_054,1,-0.963958537,20A3
A_03_054,2,-1.09783311,19A3
A_03_054,1,-1.02149129,14A3
A_03_054,2,-1.023833626,16A3
A_03_054,1,-0.958778384,6A3
A_03_054,2,-1.132593504,17A3
A_03_054,1,-1.40195382,2A3
A_03_054,1,-0.938452369,15A3
A_03_054,1,-0.475353545,13A3
A_03_055,4,-0.153587043,12A3
A_03_055,3,-0.05551557,9A3
A_03_055,1,-1.037322156,10A3
A_03_055,4,-0.192653917,4A3
A_03_055,5,0.447769525,17A3
A_03_055,2,-0.451214634,20A3
A_03_055,1,-0.911735164,7A3
A_03_055,4,0.526222786,14A3
A_03_055,2,-0.591376645,5A3
A_03_055,1,-1.106201511,11A3
A_03_055,1,-0.475353545,13A3
A_03_055,3,-0.605115182,21A3
A_03_055,1,-1.22906739,18A3
A_03_055,1,-1.40195382,2A3
A_03_055,2,-0.45965014,15A3
A_03_055,7,1.109153095,16A3
A_03_055,3,-0.3234345,8A3
A_03_055,1,-0.979456397,3A3
A_03_055,4,-0.007199665,1A3
A_03_055,3,-0.559679625,19A3
A_03_055,3,-0.142796781,6A3
A_03_056,7,1.796389085,7A3
A_03_056,6,0.974557201,17A3
A_03_056,7,1.422730388,10A3
A_03_056,7,2.073936862,14A3
A_03_056,7,1.109153095,16A3
A_03_056,4,1.182856495,13A3
A_03_056,7,1.448947893,3A3
A_03_056,7,1.458665372,4A3
A_03_056,6,0.835635251,21A3
A_03_056,7,1.07275007,1A3
A_03_056,6,1.135270495,5A3
A_03_056,6,1.599760976,20A3
A_03_056,7,1.388989867,11A3
A_03_056,7,1.795003442,9A3
A_03_056,7,1.286291488,12A3
A_03_056,5,0.791856879,8A3
A_03_056,7,1.489166426,6A3
A_03_056,7,1.574888633,18A3
A_03_056,7,1.346975239,2A3
A_03_056,7,1.592934317,19A3
A_03_056,7,1.934361006,15A3
A_03_057,7,1.592934317,19A3
A_03_057,7,1.448947893,3A3
A_03_057,7,1.795003442,9A3
A_03_057,6,0.712766825,1A3
A_03_057,7,1.388989867,11A3
A_03_057,7,1.796389085,7A3
A_03_057,7,1.346975239,2A3
A_03_057,7,1.286291488,12A3
A_03_057,6,1.012721631,10A3
A_03_057,7,1.489166426,6A3
A_03_057,4,0.271946925,5A3
A_03_057,6,0.974557201,17A3
A_03_057,1,-0.475353545,13A3
A_03_057,7,1.109153095,16A3
A_03_057,6,0.908225609,4A3
A_03_057,7,2.073936862,14A3
A_03_057,5,0.355385107,21A3
A_03_057,7,1.934361006,15A3
A_03_057,5,0.640236625,18A3
A_03_057,4,0.234211189,8A3
A_03_057,5,1.087017074,20A3
A_03_058,6,1.012721631,10A3
A_03_058,5,0.893681002,7A3
A_03_058,5,0.326372467,12A3
A_03_058,6,1.054780831,19A3
A_03_058,4,0.526222786,14A3
A_03_058,6,0.908225609,4A3
A_03_058,7,1.315885396,21A3
A_03_058,7,1.501344877,17A3
A_03_058,7,1.109153095,16A3
A_03_058,6,1.599760976,20A3
A_03_058,6,1.081175625,6A3
A_03_058,7,1.07275007,1A3
A_03_058,6,1.107562629,18A3
A_03_058,6,1.349502568,8A3
A_03_058,4,0.497954318,15A3
A_03_058,2,-0.690336281,11A3
A_03_058,5,0.70360871,5A3
A_03_058,4,0.234745748,3A3
A_03_058,2,0.077383135,13A3
A_03_058,5,0.869743936,9A3
A_03_058,6,0.888820396,2A3
A_03_059,3,-0.74309368,4A3
A_03_059,1,-1.087149399,1A3
A_03_059,1,-0.475353545,13A3
A_03_059,1,-1.40195382,2A3
A_03_059,3,-0.633546554,12A3
A_03_059,1,-1.45043097,16A3
A_03_059,1,-1.037322156,10A3
A_03_059,2,-0.591376645,5A3
A_03_059,1,-0.979456397,3A3
A_03_059,1,-0.938452369,15A3
A_03_059,4,-0.079018151,17A3
A_03_059,1,-0.980775077,9A3
A_03_059,3,-0.3234345,8A3
A_03_059,1,-0.963958537,20A3
A_03_059,1,-1.22906739,18A3
A_03_059,1,-0.911735164,7A3
A_03_059,2,-1.09783311,19A3
A_03_059,1,-1.02149129,14A3
A_03_059,2,-1.085365327,21A3
A_03_059,3,-0.274471052,11A3
A_03_059,1,-0.958778384,6A3
A_03_060,7,1.346975239,2A3
A_03_060,5,0.355385107,21A3
A_03_060,6,0.908225609,4A3
A_03_060,6,1.054780831,19A3
A_03_060,3,-0.15971486,5A3
A_03_060,2,-0.518145324,9A3
A_03_060,7,1.574888633,18A3
A_03_060,3,0.019152089,15A3
A_03_060,3,-0.009027081,7A3
A_03_060,5,0.791856879,8A3
A_03_060,5,1.087017074,20A3
A_03_060,7,1.109153095,16A3
A_03_060,6,1.081175625,6A3
A_03_060,7,1.501344877,17A3
A_03_060,7,1.07275007,1A3
A_03_060,7,1.388989867,11A3
A_03_060,7,1.448947893,3A3
A_03_060,7,1.422730388,10A3
A_03_060,6,1.55803217,14A3
A_03_060,6,0.806331978,12A3
A_03_060,1,-0.475353545,13A3
A_03_061,6,0.806331978,12A3
A_03_061,5,1.042127478,14A3
A_03_061,7,1.388989867,11A3
A_03_061,5,0.673184823,6A3
A_03_061,7,1.592934317,19A3
A_03_061,7,2.841066535,13A3
A_03_061,6,1.107562629,18A3
A_03_061,7,1.501344877,17A3
A_03_061,5,0.602712873,10A3
A_03_061,5,0.355385107,21A3
A_03_061,2,-0.460381122,7A3
A_03_061,4,0.407114183,9A3
A_03_061,5,0.35278358,1A3
A_03_061,6,0.888820396,2A3
A_03_061,6,0.682555751,16A3
A_03_061,5,0.357785846,4A3
A_03_061,4,0.497954318,15A3
A_03_061,7,1.448947893,3A3
A_03_061,4,0.574273171,20A3
A_03_061,7,1.907148257,8A3
A_03_061,4,0.271946925,5A3
A_03_072,1,-0.938452369,15A3
A_03_072,1,-1.22906739,18A3
A_03_072,2,-0.505586598,14A3
A_03_072,1,-1.593465575,12A3
A_03_072,1,-1.106201511,11A3
A_03_072,3,-0.3234345,8A3
A_03_072,4,-0.192653917,4A3
A_03_072,1,-0.911735164,7A3
A_03_072,1,-1.037322156,10A3
A_03_072,3,-0.142796781,6A3
A_03_072,5,0.447769525,17A3
A_03_072,1,-0.475353545,13A3
A_03_072,2,-1.09783311,19A3
A_03_072,5,0.70360871,5A3
A_03_072,1,-1.45043097,16A3
A_03_072,1,-1.087149399,1A3
A_03_072,2,-0.574722349,3A3
A_03_072,1,-1.40195382,2A3
A_03_072,1,-0.963958537,20A3
A_03_072,6,0.835635251,21A3
A_03_072,3,-0.05551557,9A3
A_03_073,1,-0.963958537,20A3
A_03_073,1,-0.980775077,9A3
A_03_073,5,0.557259408,11A3
A_03_073,4,0.265194021,6A3
A_03_073,2,-1.132593504,17A3
A_03_073,3,-0.3234345,8A3
A_03_073,5,0.639479796,3A3
A_03_073,3,0.010318094,14A3
A_03_073,2,-0.460381122,7A3
A_03_073,4,0.192704116,10A3
A_03_073,3,-0.485644134,2A3
A_03_073,1,-0.938452369,15A3
A_03_073,1,-1.087149399,1A3
A_03_073,6,0.806331978,12A3
A_03_073,1,-0.475353545,13A3
A_03_073,6,0.835635251,21A3
A_03_073,3,-0.15971486,5A3
A_03_073,5,0.516627346,19A3
A_03_073,5,0.640236625,18A3
A_03_073,6,0.682555751,16A3
A_03_073,4,-0.192653917,4A3
A_03_074,7,1.795003442,9A3
A_03_074,7,1.422730388,10A3
A_03_074,7,1.07275007,1A3
A_03_074,7,1.458665372,4A3
A_03_074,7,1.315885396,21A3
A_03_074,7,1.907148257,8A3
A_03_074,7,1.934361006,15A3
A_03_074,7,1.489166426,6A3
A_03_074,7,1.592934317,19A3
A_03_074,7,2.073936862,14A3
A_03_074,7,1.346975239,2A3
A_03_074,7,1.796389085,7A3
A_03_074,7,1.388989867,11A3
A_03_074,7,1.286291488,12A3
A_03_074,7,1.109153095,16A3
A_03_074,7,2.112504879,20A3
A_03_074,7,1.501344877,17A3
A_03_074,7,1.56693228,5A3
A_03_074,7,1.448947893,3A3
A_03_074,7,1.574888633,18A3
A_03_074,6,2.288329855,13A3
A_03_075,7,1.56693228,5A3
A_03_075,6,0.888820396,2A3
A_03_075,7,1.388989867,11A3
A_03_075,5,0.791856879,8A3
A_03_075,7,1.448947893,3A3
A_03_075,7,1.422730388,10A3
A_03_075,6,0.682555751,16A3
A_03_075,6,0.974557201,17A3
A_03_075,6,0.806331978,12A3
A_03_075,7,1.458665372,4A3
A_03_075,6,2.288329855,13A3
A_03_075,4,0.497954318,15A3
A_03_075,5,1.087017074,20A3
A_03_075,7,1.592934317,19A3
A_03_075,7,1.07275007,1A3
A_03_075,6,1.107562629,18A3
A_03_075,6,1.081175625,6A3
A_03_075,4,0.526222786,14A3
A_03_075,6,0.835635251,21A3
A_03_075,5,0.869743936,9A3
A_03_075,7,1.796389085,7A3
A_03_076,7,1.592934317,19A3
A_03_076,7,1.286291488,12A3
A_03_076,5,0.602712873,10A3
A_03_076,6,1.55803217,14A3
A_03_076,6,0.973124638,11A3
A_03_076,6,0.682555751,16A3
A_03_076,4,-0.124865038,21A3
A_03_076,6,1.345035044,7A3
A_03_076,7,1.56693228,5A3
A_03_076,5,0.430665553,2A3
A_03_076,7,1.448947893,3A3
A_03_076,2,0.077383135,13A3
A_03_076,6,0.908225609,4A3
A_03_076,4,0.497954318,15A3
A_03_076,6,1.332373689,9A3
A_03_076,6,1.107562629,18A3
A_03_076,7,1.489166426,6A3
A_03_076,5,0.791856879,8A3
A_03_076,6,0.712766825,1A3
A_03_076,5,1.087017074,20A3
A_03_076,7,1.501344877,17A3
A_03_077,7,1.109153095,16A3
A_03_077,7,1.795003442,9A3
A_03_077,5,1.087017074,20A3
A_03_077,6,1.349502568,8A3
A_03_077,7,1.458665372,4A3
A_03_077,6,0.974557201,17A3
A_03_077,7,1.56693228,5A3
A_03_077,7,1.346975239,2A3
A_03_077,7,1.315885396,21A3
A_03_077,6,1.081175625,6A3
A_03_077,6,1.55803217,14A3
A_03_077,7,1.422730388,10A3
A_03_077,6,1.455558777,15A3
A_03_077,7,1.574888633,18A3
A_03_077,7,1.07275007,1A3
A_03_077,7,1.796389085,7A3
A_03_077,7,1.286291488,12A3
A_03_077,7,1.592934317,19A3
A_03_077,7,1.448947893,3A3
A_03_077,1,-0.475353545,13A3
A_03_077,7,1.388989867,11A3
A_03_078,1,-1.02303843,5A3
A_03_078,1,-1.037322156,10A3
A_03_078,1,-1.02149129,14A3
A_03_078,3,-0.605115182,21A3
A_03_078,2,-0.881080189,8A3
A_03_078,1,-0.958778384,6A3
A_03_078,1,-1.106201511,11A3
A_03_078,1,-0.963958537,20A3
A_03_078,1,-1.40195382,2A3
A_03_078,1,-0.979456397,3A3
A_03_078,2,-1.09783311,19A3
A_03_078,2,-1.132593504,17A3
A_03_078,1,-0.980775077,9A3
A_03_078,2,-1.293533443,4A3
A_03_078,1,-1.087149399,1A3
A_03_078,2,-0.761741386,18A3
A_03_078,1,-0.938452369,15A3
A_03_078,1,-1.593465575,12A3
A_03_078,1,-0.911735164,7A3
A_03_078,1,-1.45043097,16A3
A_03_078,1,-0.475353545,13A3
A_03_079,7,1.458665372,4A3
A_03_079,7,1.907148257,8A3
A_03_079,7,1.56693228,5A3
A_03_079,7,1.592934317,19A3
A_03_079,7,1.489166426,6A3
A_03_079,6,1.55803217,14A3
A_03_079,6,1.599760976,20A3
A_03_079,7,1.109153095,16A3
A_03_079,7,1.448947893,3A3
A_03_079,7,1.315885396,21A3
A_03_079,7,1.388989867,11A3
A_03_079,7,1.796389085,7A3
A_03_079,7,1.422730388,10A3
A_03_079,1,-0.475353545,13A3
A_03_079,7,1.346975239,2A3
A_03_079,7,1.574888633,18A3
A_03_079,6,1.455558777,15A3
A_03_079,7,1.795003442,9A3
A_03_079,7,1.501344877,17A3
A_03_079,7,1.07275007,1A3
A_03_079,7,1.286291488,12A3
A_03_080,1,-0.963958537,20A3
A_03_080,1,-0.979456397,3A3
A_03_080,1,-0.911735164,7A3
A_03_080,1,-1.565615471,21A3
A_03_080,1,-1.22906739,18A3
A_03_080,1,-1.02149129,14A3
A_03_080,2,-1.113506065,12A3
A_03_080,2,-1.09783311,19A3
A_03_080,1,-0.958778384,6A3
A_03_080,3,-0.3234345,8A3
A_03_080,1,-1.037322156,10A3
A_03_080,2,-0.943798977,2A3
A_03_080,1,-0.980775077,9A3
A_03_080,1,-1.45043097,16A3
A_03_080,1,-1.106201511,11A3
A_03_080,3,-0.74309368,4A3
A_03_080,1,-1.02303843,5A3
A_03_080,1,-0.475353545,13A3
A_03_080,1,-1.087149399,1A3
A_03_080,2,-1.132593504,17A3
A_03_080,1,-0.938452369,15A3
A_03_081,5,0.255958407,16A3
A_03_081,7,1.388989867,11A3
A_03_081,1,-0.938452369,15A3
A_03_081,5,0.357785846,4A3
A_03_081,1,-1.037322156,10A3
A_03_081,2,-0.574722349,3A3
A_03_081,2,-0.518145324,9A3
A_03_081,4,-0.021526139,19A3
A_03_081,1,-0.958778384,6A3
A_03_081,3,0.061529268,20A3
A_03_081,1,-0.475353545,13A3
A_03_081,3,-0.009027081,7A3
A_03_081,3,-0.15971486,5A3
A_03_081,5,0.326372467,12A3
A_03_081,3,-0.294415382,18A3
A_03_081,5,0.355385107,21A3
A_03_081,1,-1.02149129,14A3
A_03_081,6,0.888820396,2A3
A_03_081,5,0.35278358,1A3
A_03_081,4,-0.079018151,17A3
A_03_081,2,-0.881080189,8A3
A_03_082,1,-0.475353545,13A3
A_03_082,5,0.326372467,12A3
A_03_082,1,-1.438725878,8A3
A_03_082,5,0.640236625,18A3
A_03_082,4,0.407114183,9A3
A_03_082,3,0.061529268,20A3
A_03_082,4,-0.021526139,19A3
A_03_082,7,1.458665372,4A3
A_03_082,6,1.135270495,5A3
A_03_082,4,0.442326961,7A3
A_03_082,5,0.976756548,15A3
A_03_082,2,-0.574722349,3A3
A_03_082,5,0.430665553,2A3
A_03_082,6,0.835635251,21A3
A_03_082,6,0.974557201,17A3
A_03_082,6,1.55803217,14A3
A_03_082,5,0.673184823,6A3
A_03_082,7,1.109153095,16A3
A_03_082,7,1.388989867,11A3
A_03_082,6,1.012721631,10A3
A_03_082,7,1.07275007,1A3
A_03_083,7,1.574888633,18A3
A_03_083,7,1.448947893,3A3
A_03_083,7,1.934361006,15A3
A_03_083,7,1.315885396,21A3
A_03_083,7,1.422730388,10A3
A_03_083,7,1.795003442,9A3
A_03_083,7,1.796389085,7A3
A_03_083,7,1.388989867,11A3
A_03_083,7,2.073936862,14A3
A_03_083,7,1.907148257,8A3
A_03_083,7,1.458665372,4A3
A_03_083,7,2.841066535,13A3
A_03_083,7,1.07275007,1A3
A_03_083,7,1.286291488,12A3
A_03_083,7,1.346975239,2A3
A_03_083,7,1.592934317,19A3
A_03_083,7,2.112504879,20A3
A_03_083,7,1.489166426,6A3
A_03_083,7,1.501344877,17A3
A_03_083,7,1.109153095,16A3
A_03_083,7,1.56693228,5A3
A_03_084,1,-1.106201511,11A3
A_03_084,4,-0.170638938,16A3
A_03_084,5,0.355385107,21A3
A_03_084,5,0.357785846,4A3
A_03_084,2,-0.451214634,20A3
A_03_084,1,-1.02303843,5A3
A_03_084,1,-0.938452369,15A3
A_03_084,2,-0.550787582,6A3
A_03_084,2,-1.113506065,12A3
A_03_084,2,-0.518145324,9A3
A_03_084,2,-1.09783311,19A3
A_03_084,1,-0.979456397,3A3
A_03_084,2,-0.881080189,8A3
A_03_084,1,-0.475353545,13A3
A_03_084,5,0.35278358,1A3
A_03_084,4,-0.027489291,2A3
A_03_084,2,-0.460381122,7A3
A_03_084,3,-0.217304641,10A3
A_03_084,2,-1.132593504,17A3
A_03_084,3,0.010318094,14A3
A_03_084,4,0.172910621,18A3
A_03_085,4,0.265194021,6A3
A_03_085,5,0.430665553,2A3
A_03_085,1,-0.475353545,13A3
A_03_085,5,0.326372467,12A3
A_03_085,4,0.407114183,9A3
A_03_085,4,0.497954318,15A3
A_03_085,5,0.516627346,19A3
A_03_085,6,0.835635251,21A3
A_03_085,5,0.447769525,17A3
A_03_085,5,0.255958407,16A3
A_03_085,4,0.526222786,14A3
A_03_085,7,1.388989867,11A3
A_03_085,6,1.107562629,18A3
A_03_085,2,-0.574722349,3A3
A_03_085,7,1.422730388,10A3
A_03_085,7,1.07275007,1A3
A_03_085,5,1.087017074,20A3
A_03_085,5,0.791856879,8A3
A_03_085,3,-0.15971486,5A3
A_03_085,2,-0.460381122,7A3
A_03_085,6,0.908225609,4A3
A_03_086,5,0.255958407,16A3
A_03_086,2,-0.45965014,15A3
A_03_086,2,-0.451214634,20A3
A_03_086,4,-0.079018151,17A3
A_03_086,1,-1.565615471,21A3
A_03_086,3,-0.217304641,10A3
A_03_086,1,-1.02149129,14A3
A_03_086,5,0.326372467,12A3
A_03_086,2,-0.881080189,8A3
A_03_086,2,-0.591376645,5A3
A_03_086,4,-0.192653917,4A3
A_03_086,6,0.888820396,2A3
A_03_086,2,-0.518145324,9A3
A_03_086,6,1.081175625,6A3
A_03_086,4,0.172910621,18A3
A_03_086,6,0.973124638,11A3
A_03_086,4,0.234745748,3A3
A_03_086,1,-0.475353545,13A3
A_03_086,6,0.712766825,1A3
A_03_086,2,-1.09783311,19A3
A_03_086,2,-0.460381122,7A3
A_03_087,5,0.640236625,18A3
A_03_087,2,-0.881080189,8A3
A_03_087,2,-0.451214634,20A3
A_03_087,1,-0.980775077,9A3
A_03_087,1,-0.475353545,13A3
A_03_087,1,-1.037322156,10A3
A_03_087,3,-0.633546554,12A3
A_03_087,1,-0.911735164,7A3
A_03_087,1,-0.958778384,6A3
A_03_087,2,-1.09783311,19A3
A_03_087,1,-1.02303843,5A3
A_03_087,2,-1.023833626,16A3
A_03_087,4,0.141394178,11A3
A_03_087,1,-1.087149399,1A3
A_03_087,4,0.234745748,3A3
A_03_087,5,0.357785846,4A3
A_03_087,5,0.447769525,17A3
A_03_087,4,-0.027489291,2A3
A_03_087,1,-0.938452369,15A3
A_03_087,4,-0.124865038,21A3
A_03_087,2,-0.505586598,14A3
A_03_088,4,0.234211189,8A3
A_03_088,4,0.234745748,3A3
A_03_088,2,-1.132593504,17A3
A_03_088,2,-0.550787582,6A3
A_03_088,1,-0.475353545,13A3
A_03_088,2,-0.451214634,20A3
A_03_088,5,0.326372467,12A3
A_03_088,2,-0.460381122,7A3
A_03_088,2,-0.761741386,18A3
A_03_088,1,-1.087149399,1A3
A_03_088,4,-0.021526139,19A3
A_03_088,1,-0.980775077,9A3
A_03_088,1,-1.02149129,14A3
A_03_088,4,-0.192653917,4A3
A_03_088,3,-0.15971486,5A3
A_03_088,3,-0.485644134,2A3
A_03_088,2,-0.45965014,15A3
A_03_088,2,-0.690336281,11A3
A_03_088,6,0.682555751,16A3
A_03_088,3,-0.605115182,21A3
A_03_088,6,1.012721631,10A3
A_03_089,1,-1.037322156,10A3
A_03_089,5,0.869743936,9A3
A_03_089,5,0.639479796,3A3
A_03_089,7,1.346975239,2A3
A_03_089,5,0.355385107,21A3
A_03_089,5,0.70360871,5A3
A_03_089,5,0.255958407,16A3
A_03_089,4,0.497954318,15A3
A_03_089,7,1.388989867,11A3
A_03_089,5,0.893681002,7A3
A_03_089,5,0.447769525,17A3
A_03_089,7,1.07275007,1A3
A_03_089,6,1.081175625,6A3
A_03_089,1,-0.475353545,13A3
A_03_089,6,0.806331978,12A3
A_03_089,6,0.908225609,4A3
A_03_089,4,0.526222786,14A3
A_03_089,2,-1.09783311,19A3
A_03_089,6,1.349502568,8A3
A_03_089,5,1.087017074,20A3
A_03_089,4,0.172910621,18A3
A_03_090,3,-0.3234345,8A3
A_03_090,1,-0.980775077,9A3
A_03_090,5,0.357785846,4A3
A_03_090,5,0.326372467,12A3
A_03_090,3,0.010318094,14A3
A_03_090,5,0.447769525,17A3
A_03_090,6,0.712766825,1A3
A_03_090,4,0.497954318,15A3
A_03_090,4,-0.021526139,19A3
A_03_090,4,0.265194021,6A3
A_03_090,1,-0.979456397,3A3
A_03_090,5,0.430665553,2A3
A_03_090,4,0.442326961,7A3
A_03_090,5,0.640236625,18A3
A_03_090,3,-0.15971486,5A3
A_03_090,2,-0.451214634,20A3
A_03_090,5,0.355385107,21A3
A_03_090,5,0.255958407,16A3
A_03_090,1,-0.475353545,13A3
A_03_090,5,0.602712873,10A3
A_03_090,5,0.557259408,11A3
A_03_090,NA,NA,NA
B_01_002,1,-1.0983553,34A1
B_01_002,1,-0.889024832,2A1
B_01_002,3,-0.073377309,28A1
B_01_002,2,-1.153765493,20A1
B_01_002,1,-0.684261356,39A1
B_01_002,2,-0.969696823,11A1
B_01_002,3,-0.218761497,26A1
B_01_002,2,-0.157613446,6A1
B_01_002,1,-0.837958341,3A1
B_01_002,1,-0.780641792,13A1
B_01_002,1,-0.805845438,17A1
B_01_002,1,-1.027134578,33A1
B_01_002,2,-0.626830047,27A1
B_01_002,1,-1.114018849,23A1
B_01_002,1,-1.315051739,14A1
B_01_002,1,-1.554833398,19A1
B_01_002,1,-0.659789782,37A1
B_01_002,3,0.2438388,32A1
B_01_002,1,-0.762282224,24A1
B_01_002,3,-0.356733826,22A1
B_01_002,2,-0.696466384,8A1
B_01_002,1,-0.959819717,15A1
B_01_002,1,-0.864909357,1A1
B_01_002,1,-1.470529014,36A1
B_01_002,1,-1.162042075,12A1
B_01_002,2,-0.490518,31A1
B_01_002,1,-0.763058362,9A1
B_01_002,1,-0.721180741,30A1
B_01_002,1,-1.074756352,10A1
B_01_002,2,-0.548304089,29A1
B_01_002,1,-1.357301583,16A1
B_01_002,2,-0.503115152,4A1
B_01_002,1,-1.054109313,21A1
B_01_002,4,0.021894228,7A1
B_01_002,1,-0.741225742,25A1
B_01_002,1,-0.998714123,18A1
B_01_002,1,-0.967729241,35A1
B_01_002,1,-0.69278973,5A1
B_01_002,1,-1.237631139,38A1
B_01_005,1,-0.998714123,18A1
B_01_005,1,-0.829051921,32A1
B_01_005,1,-0.762282224,24A1
B_01_005,NA,NA,10A1
B_01_005,1,-0.684261356,39A1
B_01_005,5,0.79329032,14A1
B_01_005,2,-0.969696823,11A1
B_01_005,NA,NA,9A1
B_01_005,1,-1.0983553,34A1
B_01_005,1,-0.805845438,17A1
B_01_005,1,-0.780641792,13A1
B_01_005,1,-0.956440216,29A1
B_01_005,1,-1.162042075,12A1
B_01_005,1,-0.959819717,15A1
B_01_005,1,-0.967729241,35A1
B_01_005,1,-0.721180741,30A1
B_01_005,3,0.089841991,4A1
B_01_005,4,-0.099033974,19A1
B_01_005,1,-1.027134578,33A1
B_01_005,3,-0.252394895,23A1
B_01_005,1,-1.265486351,7A1
B_01_005,2,-0.722421686,26A1
B_01_005,1,-0.69278973,5A1
B_01_005,1,-0.981421502,28A1
B_01_005,1,-0.864909357,1A1
B_01_005,1,-0.889024832,2A1
B_01_005,2,-0.946851415,36A1
B_01_005,1,-1.147417713,27A1
B_01_005,1,-1.054109313,21A1
B_01_005,2,-0.890729164,16A1
B_01_005,1,-0.924100875,31A1
B_01_005,1,-0.659789782,37A1
B_01_005,1,-1.147121103,8A1
B_01_005,2,-1.153765493,20A1
B_01_005,2,-0.854151416,22A1
B_01_005,2,-0.766399199,38A1
B_01_005,1,-0.695673142,6A1
B_01_005,2,-0.288568435,3A1
B_01_005,1,-0.741225742,25A1
B_01_009,1,-0.864909357,1A1
B_01_009,1,-0.684261356,39A1
B_01_009,1,-1.226081876,26A1
