Code,IconicityRating,Iconicity.Z.,Participant
A_01_005,2,-0.969696823,11A1
A_01_005,1,-1.054109313,21A1
A_01_005,1,-1.357301583,16A1
A_01_005,1,-1.114018849,23A1
A_01_008,3,0.403179785,30A1
A_01_008,5,0.676017214,11A1
A_01_008,5,0.655497773,8A1
A_01_008,4,0.502510069,24A1
A_01_008,5,0.3862325,19A1
A_01_008,2,-0.084718073,39A1
A_01_008,4,0.979042902,37A1
A_01_008,1,-0.837958341,3A1
A_01_008,5,0.508988094,16A1
A_01_008,2,-0.360154386,17A1
A_01_008,5,0.62418138,36A1
A_01_008,5,1.007635601,35A1
A_01_008,3,-0.051004913,15A1
A_01_008,6,0.835217741,12A1
A_01_008,4,0.491829066,18A1
A_01_008,4,0.918505945,6A1
A_01_008,3,0.284433279,1A1
A_01_008,5,0.810230625,31A1
A_01_008,2,-0.140563383,9A1
A_01_008,6,1.084240417,29A1
A_01_008,6,1.135518941,22A1
A_01_008,3,-0.295167259,38A1
A_01_008,3,-0.313249345,34A1
A_01_008,2,-0.503115152,4A1
A_01_008,5,0.788558883,26A1
A_01_008,3,0.2438388,32A1
A_01_008,3,-0.522700389,20A1
A_01_008,4,0.178417081,23A1
A_01_008,1,-0.780641792,13A1
A_01_008,3,0.107113547,25A1
A_01_008,5,0.692448377,21A1
A_01_008,2,-0.206362898,5A1
A_01_008,5,1.07775636,2A1
A_01_008,3,-0.161213453,10A1
A_01_008,4,0.266204805,14A1
A_01_008,5,0.451021087,7A1
A_01_008,4,0.322683872,33A1
A_01_008,2,-0.626830047,27A1
A_01_008,4,0.380644788,28A1
A_01_009,1,-0.780641792,13A1
A_01_009,4,0.036313815,12A1
A_01_009,1,-0.684261356,39A1
A_01_009,1,-1.054109313,21A1
A_01_009,4,0.284898693,26A1
A_01_009,2,-0.29260656,32A1
A_01_009,1,-1.237631139,38A1
A_01_009,1,-1.027134578,33A1
A_01_009,1,-0.889024832,2A1
A_01_009,2,-0.854151416,22A1
A_01_009,1,-1.357301583,16A1
A_01_009,3,-0.106242381,27A1
A_01_009,1,-1.096072295,4A1
A_01_009,1,-0.864909357,1A1
A_01_009,1,-0.967729241,35A1
A_01_009,1,-0.695673142,6A1
A_01_009,5,0.609229058,23A1
A_01_009,1,-0.659789782,37A1
A_01_009,2,-0.501866393,18A1
A_01_009,5,0.3862325,19A1
A_01_009,3,-0.051004913,15A1
A_01_009,1,-0.763058362,9A1
A_01_009,1,-0.762282224,24A1
A_01_009,2,-0.946851415,36A1
A_01_009,3,-0.407232632,7A1
A_01_009,1,-0.741225742,25A1
A_01_009,1,-0.924100875,31A1
A_01_009,2,-0.617984902,10A1
A_01_009,1,-0.69278973,5A1
A_01_009,2,-0.969696823,11A1
A_01_009,5,0.834666885,28A1
A_01_009,1,-0.805845438,17A1
A_01_009,1,-0.837958341,3A1
A_01_009,4,0.108364715,20A1
A_01_009,1,-0.956440216,29A1
A_01_009,1,-1.147121103,8A1
A_01_009,1,-0.721180741,30A1
A_01_009,1,-1.0983553,34A1
A_01_009,1,-1.315051739,14A1
A_01_010,5,0.451021087,7A1
A_01_010,3,-0.421125477,11A1
A_01_010,6,1.2438135,31A1
A_01_010,3,-0.423173817,36A1
A_01_010,2,-0.503115152,4A1
A_01_010,3,0.107113547,25A1
A_01_010,2,-0.29260656,32A1
A_01_010,6,1.485524524,18A1
A_01_010,7,1.492376544,29A1
A_01_010,1,-0.889024832,2A1
A_01_010,2,-0.360154386,17A1
A_01_010,3,-0.161213453,10A1
A_01_010,2,-0.890729164,16A1
A_01_010,7,1.766624697,15A1
A_01_010,1,-1.114018849,23A1
A_01_010,2,-1.153765493,20A1
A_01_010,2,-0.186153043,13A1
A_01_010,5,1.433775915,1A1
A_01_010,1,-0.762282224,24A1
A_01_010,3,-0.127255611,33A1
A_01_010,5,0.638101352,22A1
A_01_010,1,-0.763058362,9A1
A_01_010,2,-0.61746989,21A1
A_01_010,4,0.766490765,5A1
A_01_010,5,0.834666885,28A1
A_01_010,1,-1.147417713,27A1
A_01_010,2,-0.47388803,35A1
A_01_010,1,-0.695673142,6A1
A_01_010,3,0.26082147,3A1
A_01_010,1,-0.684261356,39A1
A_01_010,1,-0.659789782,37A1
A_01_010,7,1.356765449,19A1
A_01_010,4,0.266204805,14A1
A_01_010,1,-1.147121103,8A1
A_01_010,2,-0.722421686,26A1
A_01_010,2,-0.159000478,30A1
A_01_010,1,-1.0983553,34A1
A_01_010,1,-1.237631139,38A1
A_01_010,3,-0.363138148,12A1
A_01_011,1,-1.147121103,8A1
A_01_011,1,-0.741225742,25A1
A_01_011,1,-1.237631139,38A1
A_01_011,1,-1.054109313,21A1
A_01_011,1,-0.956440216,29A1
A_01_011,1,-1.147417713,27A1
A_01_011,1,-0.684261356,39A1
A_01_011,1,-0.659789782,37A1
A_01_011,1,-1.0983553,34A1
A_01_011,1,-1.074756352,10A1
A_01_011,1,-0.780641792,13A1
A_01_011,1,-0.805845438,17A1
A_01_011,1,-0.837958341,3A1
A_01_011,1,-0.967729241,35A1
A_01_011,1,-1.554833398,19A1
A_01_011,1,-0.762282224,24A1
A_01_011,1,-1.518268168,11A1
A_01_011,1,-1.265486351,7A1
A_01_011,1,-0.69278973,5A1
A_01_011,1,-0.889024832,2A1
A_01_011,2,-0.505412315,15A1
A_01_011,1,-0.864909357,1A1
A_01_011,1,-1.315051739,14A1
A_01_011,1,-1.351569005,22A1
A_01_011,1,-1.226081876,26A1
A_01_011,1,-0.981421502,28A1
A_01_011,1,-1.470529014,36A1
A_01_011,1,-1.162042075,12A1
A_01_011,1,-1.784830597,20A1
A_01_011,1,-1.096072295,4A1
A_01_011,1,-0.721180741,30A1
A_01_011,1,-1.357301583,16A1
A_01_011,1,-0.829051921,32A1
A_01_011,1,-0.924100875,31A1
A_01_011,1,-1.027134578,33A1
A_01_011,1,-0.763058362,9A1
A_01_011,1,-0.695673142,6A1
A_01_011,1,-0.998714123,18A1
A_01_011,1,-1.114018849,23A1
A_01_012,7,1.677396375,31A1
A_01_012,7,1.234669705,12A1
A_01_012,7,1.442132932,16A1
A_01_012,7,1.556807212,8A1
A_01_012,6,1.908991187,3A1
A_01_012,4,0.780284161,32A1
A_01_012,6,1.312217294,15A1
A_01_012,6,2.191801955,13A1
A_01_012,7,2.225771259,5A1
A_01_012,6,1.288688981,28A1
A_01_012,7,2.001560027,20A1
A_01_012,7,2.912998345,39A1
A_01_012,7,1.492376544,29A1
A_01_012,7,1.256962563,34A1
A_01_012,6,1.868713421,4A1
A_01_012,6,2.089720573,30A1
A_01_012,6,2.349416537,9A1
A_01_012,6,1.455520617,27A1
A_01_012,7,1.868300877,17A1
A_01_012,7,1.665872345,10A1
A_01_012,7,2.617875586,37A1
A_01_012,4,0.586061062,2A1
A_01_012,7,1.773159905,11A1
A_01_012,7,1.982372254,18A1
A_01_012,7,1.309274806,7A1
A_01_012,7,1.63293653,22A1
A_01_012,7,1.795879263,26A1
A_01_012,6,1.147858978,36A1
A_01_012,7,1.470853012,23A1
A_01_012,7,1.672502322,33A1
A_01_012,7,1.767302363,24A1
A_01_012,6,1.118528561,38A1
A_01_012,7,1.995318023,35A1
A_01_012,6,2.008447233,1A1
A_01_012,6,1.129087799,21A1
A_01_012,6,1.994625336,6A1
A_01_012,7,1.356765449,19A1
A_01_012,7,1.803792124,25A1
A_01_012,6,1.320375835,14A1
A_01_013,5,1.252917596,5A1
A_01_013,5,0.988676795,18A1
A_01_013,6,1.422609824,17A1
A_01_013,7,1.995318023,35A1
A_01_013,3,0.380446249,6A1
A_01_013,6,1.118528561,38A1
A_01_013,6,1.292219073,26A1
A_01_013,3,0.26082147,3A1
A_01_013,3,0.089841991,4A1
A_01_013,7,1.565727222,21A1
A_01_013,3,0.107113547,25A1
A_01_013,5,0.638101352,22A1
A_01_013,7,1.309274806,7A1
A_01_013,4,0.780284161,32A1
A_01_013,4,0.586061062,2A1
A_01_013,5,0.772623355,33A1
A_01_013,4,0.108364715,20A1
A_01_013,6,1.2438135,31A1
A_01_013,7,1.742711078,28A1
A_01_013,6,0.975560513,16A1
A_01_013,2,-0.084718073,39A1
A_01_013,7,1.847461349,14A1
A_01_013,6,1.224588559,11A1
A_01_013,7,1.665872345,10A1
A_01_013,5,0.857809892,15A1
A_01_013,3,-0.584300449,19A1
A_01_013,7,1.556807212,8A1
A_01_013,4,1.104426577,9A1
A_01_013,6,1.084240417,29A1
A_01_013,3,0.284433279,1A1
A_01_013,6,1.040041035,23A1
A_01_013,6,1.147858978,36A1
A_01_013,4,1.002824456,13A1
A_01_013,4,0.502510069,24A1
A_01_013,3,0.432765341,37A1
A_01_013,7,1.234669705,12A1
A_01_013,5,0.934932951,27A1
A_01_013,5,1.52754031,30A1
A_01_013,7,1.256962563,34A1
A_01_014,2,-0.159000478,30A1
A_01_014,5,0.79329032,14A1
A_01_014,3,-0.056935125,31A1
A_01_014,3,-0.127255611,33A1
A_01_014,4,0.140683763,22A1
A_01_014,4,0.042415674,16A1
A_01_014,2,-0.084718073,39A1
A_01_014,6,1.040041035,23A1
A_01_014,6,0.835217741,12A1
A_01_014,1,-0.695673142,6A1
A_01_014,6,1.288688981,28A1
A_01_014,5,0.655497773,8A1
A_01_014,1,-0.741225742,25A1
A_01_014,2,-0.290238039,1A1
A_01_014,3,-0.295167259,38A1
A_01_014,5,0.788558883,26A1
A_01_014,4,0.810211376,3A1
A_01_014,2,-0.61746989,21A1
A_01_014,3,0.481931597,9A1
A_01_014,5,1.252917596,5A1
A_01_014,3,0.2438388,32A1
A_01_014,6,1.224588559,11A1
A_01_014,3,-0.313249345,34A1
A_01_014,3,0.408335707,13A1
A_01_014,5,0.857809892,15A1
A_01_014,6,2.071598024,37A1
A_01_014,3,0.080912638,24A1
A_01_014,6,1.370494923,20A1
A_01_014,5,0.976918772,17A1
A_01_014,4,-0.099033974,19A1
A_01_014,3,-0.005018664,18A1
A_01_014,4,0.267968164,29A1
A_01_014,4,0.414345285,27A1
A_01_014,4,0.295557997,10A1
A_01_014,4,0.021894228,7A1
A_01_014,6,1.501476812,35A1
A_01_014,1,-0.889024832,2A1
A_01_014,7,1.671536577,36A1
A_01_014,4,0.682799134,4A1
A_01_015,1,-1.027134578,33A1
A_01_015,2,-0.397329534,2A1
A_01_015,7,1.677396375,31A1
A_01_015,3,0.403179785,30A1
A_01_015,2,-0.290238039,1A1
A_01_015,1,-0.659789782,37A1
A_01_015,1,-0.69278973,5A1
A_01_015,1,-1.114018849,23A1
A_01_015,2,-0.836359491,7A1
A_01_015,3,-0.218761497,26A1
A_01_015,1,-0.956440216,29A1
A_01_015,1,-0.837958341,3A1
A_01_015,1,-0.829051921,32A1
A_01_015,5,0.655497773,8A1
A_01_015,4,-0.099033974,19A1
A_01_015,3,-0.005018664,18A1
A_01_015,2,-0.157613446,6A1
A_01_015,4,0.140683763,22A1
A_01_015,5,0.976918772,17A1
A_01_015,1,-0.762282224,24A1
A_01_015,1,-1.0983553,34A1
A_01_015,5,0.934932951,27A1
A_01_015,3,-0.073377309,28A1
A_01_015,6,1.370494923,20A1
A_01_015,1,-0.684261356,39A1
A_01_015,3,-0.295167259,38A1
A_01_015,2,-0.787966224,14A1
A_01_015,1,-1.074756352,10A1
A_01_015,1,-0.763058362,9A1
A_01_015,2,-0.186153043,13A1
A_01_015,1,-0.967729241,35A1
A_01_015,4,0.255808955,21A1
A_01_015,3,-0.363138148,12A1
A_01_015,2,-0.946851415,36A1
A_01_015,1,-0.741225742,25A1
A_01_015,1,-0.959819717,15A1
A_01_015,5,0.508988094,16A1
A_01_015,3,0.089841991,4A1
A_01_015,4,0.127445868,11A1
A_01_016,7,1.556807212,8A1
A_01_016,7,2.061146957,2A1
A_01_016,7,1.309274806,7A1
A_01_016,7,1.766624697,15A1
A_01_016,7,2.458381092,3A1
A_01_016,7,1.672502322,33A1
A_01_016,3,-0.260880709,14A1
A_01_016,7,2.389620244,32A1
A_01_016,5,0.62418138,36A1
A_01_016,7,2.617875586,37A1
A_01_016,6,1.994625336,6A1
A_01_016,6,0.975560513,16A1
A_01_016,7,1.976108283,27A1
A_01_016,6,2.008447233,1A1
A_01_016,6,1.292219073,26A1
A_01_016,7,1.234669705,12A1
A_01_016,7,1.492376544,29A1
A_01_016,7,1.995318023,35A1
A_01_016,7,1.982372254,18A1
A_01_016,7,1.63293653,22A1
A_01_016,6,1.868713421,4A1
A_01_016,6,2.313455062,39A1
A_01_016,6,2.349416537,9A1
A_01_016,6,2.191801955,13A1
A_01_016,7,1.256962563,34A1
A_01_016,7,1.803792124,25A1
A_01_016,6,1.288688981,28A1
A_01_016,6,1.224588559,11A1
A_01_016,6,1.209100896,10A1
A_01_016,6,1.739344428,5A1
A_01_016,7,2.001560027,20A1
A_01_016,7,1.356765449,19A1
A_01_016,7,1.470853012,23A1
A_01_016,7,1.677396375,31A1
A_01_016,7,1.767302363,24A1
A_01_016,7,1.565727222,21A1
A_01_016,6,1.118528561,38A1
A_01_016,7,2.651900836,30A1
A_01_016,6,1.422609824,17A1
A_01_017,4,0.513794391,35A1
A_01_017,3,-0.584300449,19A1
A_01_017,3,0.089841991,4A1
A_01_017,1,-0.721180741,30A1
A_01_017,2,-0.890729164,16A1
A_01_017,1,-0.837958341,3A1
A_01_017,1,-1.147417713,27A1
A_01_017,1,-0.864909357,1A1
A_01_017,1,-0.684261356,39A1
A_01_017,1,-1.054109313,21A1
A_01_017,5,0.810230625,31A1
A_01_017,1,-0.659789782,37A1
A_01_017,1,-1.0983553,34A1
A_01_017,4,0.531227719,17A1
A_01_017,1,-0.69278973,5A1
A_01_017,1,-0.956440216,29A1
A_01_017,1,-0.695673142,6A1
A_01_017,3,-0.161213453,10A1
A_01_017,3,-0.005018664,18A1
A_01_017,4,0.100503782,36A1
A_01_017,2,-0.696466384,8A1
A_01_017,1,-0.741225742,25A1
A_01_017,1,-1.315051739,14A1
A_01_017,2,-0.140563383,9A1
A_01_017,2,-0.836359491,7A1
A_01_017,5,0.647296621,38A1
A_01_017,2,-0.29260656,32A1
A_01_017,2,-0.683206872,23A1
A_01_017,2,-0.722421686,26A1
A_01_017,4,0.140683763,22A1
A_01_017,1,-1.162042075,12A1
A_01_017,1,-0.981421502,28A1
A_01_017,1,-0.889024832,2A1
A_01_017,1,-0.762282224,24A1
A_01_017,4,0.127445868,11A1
A_01_017,2,-0.577195095,33A1
A_01_017,3,-0.522700389,20A1
A_01_017,2,-0.186153043,13A1
A_01_017,1,-0.959819717,15A1
A_01_018,1,-0.684261356,39A1
A_01_018,2,-0.288568435,3A1
A_01_018,4,0.108364715,20A1
A_01_018,1,-1.554833398,19A1
A_01_018,1,-0.981421502,28A1
A_01_018,1,-0.889024832,2A1
A_01_018,1,-0.69278973,5A1
A_01_018,1,-0.695673142,6A1
A_01_018,2,-0.766399199,38A1
A_01_018,4,0.127445868,11A1
A_01_018,1,-0.780641792,13A1
A_01_018,1,-0.959819717,15A1
A_01_018,1,-0.805845438,17A1
A_01_018,2,-0.548304089,29A1
A_01_018,1,-1.226081876,26A1
A_01_018,2,-0.577195095,33A1
A_01_018,3,-0.180830468,21A1
A_01_018,4,0.502510069,24A1
A_01_018,7,1.976108283,27A1
A_01_018,1,-0.864909357,1A1
A_01_018,1,-0.967729241,35A1
A_01_018,1,-1.074756352,10A1
A_01_018,1,-1.265486351,7A1
A_01_018,3,-0.245811665,8A1
A_01_018,2,-0.854151416,22A1
A_01_018,1,-0.659789782,37A1
A_01_018,4,0.100503782,36A1
A_01_018,3,0.481931597,9A1
A_01_018,1,-1.315051739,14A1
A_01_018,1,-0.741225742,25A1
A_01_018,1,-1.162042075,12A1
A_01_018,1,-0.829051921,32A1
A_01_018,1,-1.096072295,4A1
A_01_018,2,-0.683206872,23A1
A_01_018,4,0.042415674,16A1
A_01_018,1,-0.924100875,31A1
A_01_018,2,-0.501866393,18A1
A_01_018,1,-0.721180741,30A1
A_01_018,2,-0.705802323,34A1
A_01_019,1,-0.956440216,29A1
A_01_019,4,0.979042902,37A1
A_01_019,2,-0.084718073,39A1
A_01_019,6,1.320375835,14A1
A_01_019,2,-0.397329534,2A1
A_01_019,3,-0.180830468,21A1
A_01_019,4,0.965360047,30A1
A_01_019,6,1.288688981,28A1
A_01_019,3,0.107113547,25A1
A_01_019,5,0.788558883,26A1
A_01_019,2,-0.577195095,33A1
A_01_019,1,-0.763058362,9A1
A_01_019,1,-0.695673142,6A1
A_01_019,7,1.356765449,19A1
A_01_019,3,-0.356733826,22A1
A_01_019,3,0.085536667,17A1
A_01_019,6,0.975560513,16A1
A_01_019,6,1.040041035,23A1
A_01_019,4,0.036313815,12A1
A_01_019,4,0.513794391,35A1
A_01_019,5,0.752329446,10A1
A_01_019,4,0.414345285,27A1
A_01_019,1,-0.762282224,24A1
A_01_019,1,-0.837958341,3A1
A_01_019,2,-0.206362898,5A1
A_01_019,2,-0.29260656,32A1
A_01_019,2,-0.505412315,15A1
A_01_019,3,-0.005018664,18A1
A_01_019,4,0.859104597,1A1
A_01_019,4,0.204843054,8A1
A_01_019,3,-0.522700389,20A1
A_01_019,3,0.089841991,4A1
A_01_019,6,0.880147946,7A1
A_01_019,2,-0.186153043,13A1
A_01_019,5,0.676017214,11A1
A_01_019,7,1.589760501,38A1
A_01_019,3,-0.313249345,34A1
A_01_019,3,-0.423173817,36A1
A_01_019,3,-0.056935125,31A1
A_01_020,2,-0.854151416,22A1
A_01_020,3,-0.421125477,11A1
A_01_020,1,-0.695673142,6A1
A_01_020,1,-1.315051739,14A1
A_01_020,1,-1.554833398,19A1
A_01_020,3,0.089841991,4A1
A_01_020,1,-0.837958341,3A1
A_01_020,1,-0.805845438,17A1
A_01_020,1,-0.684261356,39A1
A_01_020,1,-1.784830597,20A1
A_01_020,2,-0.836359491,7A1
A_01_020,5,0.508988094,16A1
A_01_020,2,-0.683206872,23A1
A_01_020,2,-0.290238039,1A1
A_01_020,1,-0.956440216,29A1
A_01_020,1,-0.959819717,15A1
A_01_020,1,-0.780641792,13A1
A_01_020,1,-1.147417713,27A1
A_01_020,1,-0.889024832,2A1
A_01_020,1,-0.721180741,30A1
A_01_020,1,-1.027134578,33A1
A_01_020,1,-0.981421502,28A1
A_01_020,1,-1.0983553,34A1
A_01_020,1,-1.162042075,12A1
A_01_020,4,0.100503782,36A1
A_01_020,1,-0.967729241,35A1
A_01_020,1,-0.69278973,5A1
A_01_020,1,-1.237631139,38A1
A_01_020,1,-1.074756352,10A1
A_01_020,1,-0.998714123,18A1
A_01_020,1,-0.659789782,37A1
A_01_020,1,-0.829051921,32A1
A_01_020,1,-1.147121103,8A1
A_01_020,1,-0.741225742,25A1
A_01_020,1,-0.763058362,9A1
A_01_020,2,-0.490518,31A1
A_01_020,1,-1.226081876,26A1
A_01_020,1,-1.054109313,21A1
A_01_020,1,-0.762282224,24A1
A_01_021,6,1.908991187,3A1
A_01_021,7,1.470853012,23A1
A_01_021,3,0.380446249,6A1
A_01_021,6,2.008447233,1A1
A_01_021,6,1.2438135,31A1
A_01_021,NA,NA,37A1
A_01_021,5,0.834666885,28A1
A_01_021,6,1.320375835,14A1
A_01_021,5,1.597313205,13A1
A_01_021,6,1.345704932,24A1
A_01_021,7,1.671536577,36A1
A_01_021,6,1.569451658,2A1
A_01_021,5,0.976918772,17A1
A_01_021,NA,NA,38A1
A_01_021,6,0.975560513,16A1
A_01_021,7,1.356765449,19A1
A_01_021,7,1.234669705,12A1
A_01_021,NA,NA,10A1
A_01_021,5,1.713911778,39A1
A_01_021,4,0.414345285,27A1
A_01_021,6,1.292219073,26A1
A_01_021,6,2.089720573,30A1
A_01_021,NA,NA,9A1
A_01_021,7,1.565727222,21A1
A_01_021,7,1.256962563,34A1
A_01_021,7,1.492376544,29A1
A_01_021,5,0.772623355,33A1
A_01_021,5,0.638101352,22A1
A_01_021,7,2.389620244,32A1
A_01_021,6,1.224588559,11A1
A_01_021,7,1.982372254,18A1
A_01_021,7,1.309274806,7A1
A_01_021,6,1.312217294,15A1
A_01_021,5,1.252917596,5A1
A_01_021,6,1.37962248,25A1
A_01_021,4,0.513794391,35A1
A_01_021,4,0.108364715,20A1
A_01_021,6,1.106152493,8A1
A_01_021,6,1.868713421,4A1
A_01_022,5,1.316729522,32A1
A_01_022,1,-0.762282224,24A1
A_01_022,NA,NA,37A1
A_01_022,5,1.433775915,1A1
A_01_022,5,0.79329032,14A1
A_01_022,1,-1.096072295,4A1
A_01_022,NA,NA,38A1
A_01_022,7,1.442132932,16A1
A_01_022,NA,NA,10A1
A_01_022,6,1.040041035,23A1
A_01_022,5,1.45656564,6A1
A_01_022,4,0.491829066,18A1
A_01_022,3,-0.522700389,20A1
A_01_022,5,0.788558883,26A1
A_01_022,3,0.280063933,5A1
A_01_022,3,0.514825211,39A1
A_01_022,6,1.455520617,27A1
A_01_022,5,0.62418138,36A1
A_01_022,5,0.638101352,22A1
A_01_022,2,-0.317056098,25A1
A_01_022,5,1.52754031,30A1
A_01_022,2,-0.288568435,3A1
A_01_022,5,0.976918772,17A1
A_01_022,4,0.513794391,35A1
A_01_022,7,1.677396375,31A1
A_01_022,NA,NA,9A1
A_01_022,3,0.094365764,2A1
A_01_022,4,0.380644788,28A1
A_01_022,6,1.106152493,8A1
A_01_022,5,0.471856609,34A1
A_01_022,4,0.322683872,33A1
A_01_022,5,0.3862325,19A1
A_01_022,7,1.492376544,29A1
A_01_022,3,0.408335707,13A1
A_01_022,6,1.312217294,15A1
A_01_022,6,0.835217741,12A1
A_01_022,6,1.224588559,11A1
A_01_022,6,0.880147946,7A1
A_01_022,5,0.692448377,21A1
A_01_023,NA,NA,9A1
A_01_023,4,0.491829066,18A1
A_01_023,5,0.508988094,16A1
A_01_023,1,-0.741225742,25A1
A_01_023,2,-0.186153043,13A1
A_01_023,7,1.356765449,19A1
A_01_023,3,0.01995318,35A1
A_01_023,NA,NA,38A1
A_01_023,5,0.676104291,29A1
A_01_023,NA,NA,37A1
A_01_023,4,0.127445868,11A1
A_01_023,6,1.040041035,23A1
A_01_023,3,-0.522700389,20A1
